order_id,order_date,customer_id,customer_name,segment,region,country,category,sub_category,sales,quantity,discount,profit
ORD-2024-10700,2024-10-31,CUST-1017,Charlotte Thomas 25,Home Office,Europe,Italy,Furniture,Bookcases,2779.78,8,0.05,274.17
ORD-2024-10701,2025-02-12,CUST-1011,Alex Rivera 17,Corporate,Latin America,Chile,Office Supplies,Storage,241.37,3,0.05,82.27
ORD-2024-10702,2024-11-04,CUST-1087,Noah Davis 48,Consumer,Europe,Germany,Technology,Monitors,1056.75,1,0.15,249.34
ORD-2024-10703,2025-05-14,CUST-1051,Olivia Brown 9,Corporate,Europe,Spain,Office Supplies,Art,738.91,6,0.2,273.27
ORD-2024-10704,2024-06-20,CUST-1076,James Taylor 43,Consumer,North America,Canada,Technology,Printers,274.09,1,0.3,56.4
ORD-2024-10705,2024-04-27,CUST-1119,Charlotte Thomas 28,Consumer,Latin America,Chile,Furniture,Tables,611.97,3,0.0,75.01
ORD-2024-10706,2024-02-07,CUST-1091,Alex Rivera 72,Consumer,Europe,France,Furniture,Desks,3141.0,6,0.0,769.74
ORD-2024-10707,2024-04-11,CUST-1050,Noah Davis 23,Consumer,Asia Pacific,Australia,Furniture,Furnishings,937.88,4,0.0,79.92
ORD-2024-10708,2024-05-14,CUST-1025,Alex Rivera 87,Consumer,Latin America,Chile,Technology,Accessories,5989.44,5,0.15,1258.01
ORD-2024-10709,2025-02-18,CUST-1095,Liam Smith 68,Home Office,Latin America,Chile,Technology,Smartphones,812.51,3,0.05,160.81
ORD-2024-10710,2024-07-12,CUST-1095,Sophia Wilson 77,Corporate,Europe,Germany,Office Supplies,Appliances,263.06,5,0.05,78.47
ORD-2024-10711,2024-01-28,CUST-1071,Liam Smith 66,Home Office,Latin America,Brazil,Office Supplies,Paper,376.81,2,0.05,132.86
ORD-2024-10712,2025-01-19,CUST-1130,Sophia Wilson 64,Home Office,Latin America,Brazil,Furniture,Bookcases,2487.02,8,0.3,599.75
ORD-2024-10713,2024-08-30,CUST-1068,Charlotte Thomas 52,Home Office,North America,United States,Technology,Laptops,2454.63,4,0.15,502.34
ORD-2024-10714,2024-08-05,CUST-1096,Charlotte Thomas 21,Corporate,Asia Pacific,Japan,Technology,Smartphones,2844.13,6,0.05,841.84
ORD-2024-10715,2024-08-26,CUST-1131,Charlotte Thomas 44,Corporate,Latin America,Mexico,Furniture,Tables,2344.54,8,0.1,245.25
ORD-2024-10716,2024-01-13,CUST-1045,Mia Martinez 30,Corporate,North America,Canada,Technology,Accessories,2297.7,2,0.1,876.92
ORD-2024-10717,2024-02-20,CUST-1030,Emma Watson 47,Consumer,Europe,France,Technology,Accessories,2066.39,5,0.05,674.49
ORD-2024-10718,2024-03-11,CUST-1139,Noah Davis 2,Corporate,Asia Pacific,Singapore,Furniture,Tables,566.44,1,0.15,102.42
ORD-2024-10719,2025-01-24,CUST-1038,James Taylor 30,Consumer,Europe,Spain,Technology,Monitors,5115.88,8,0.3,1808.97
ORD-2024-10720,2024-06-23,CUST-1021,Sophia Wilson 25,Corporate,Latin America,Brazil,Furniture,Tables,620.74,1,0.1,48.29
ORD-2024-10721,2025-03-23,CUST-1032,Noah Davis 95,Consumer,Latin America,Chile,Furniture,Bookcases,1073.69,7,0.3,215.3
ORD-2024-10722,2025-01-25,CUST-1137,Noah Davis 42,Home Office,North America,United States,Technology,Laptops,7044.91,6,0.2,2166.03
ORD-2024-10723,2024-11-04,CUST-1146,James Taylor 49,Consumer,Latin America,Brazil,Office Supplies,Art,99.36,2,0.1,36.85
ORD-2024-10724,2024-08-19,CUST-1077,Emma Watson 22,Consumer,Europe,Germany,Office Supplies,Appliances,362.72,3,0.05,80.11
ORD-2024-10725,2025-05-08,CUST-1098,Noah Davis 27,Consumer,Asia Pacific,Japan,Furniture,Chairs,310.17,1,0.05,35.78
ORD-2024-10726,2025-04-10,CUST-1105,James Taylor 21,Consumer,Europe,Italy,Furniture,Tables,4038.94,7,0.05,306.9
ORD-2024-10727,2024-04-15,CUST-1079,James Taylor 91,Home Office,Latin America,Brazil,Office Supplies,Appliances,753.28,4,0.2,312.64
ORD-2024-10728,2024-08-22,CUST-1070,Olivia Brown 1,Consumer,Latin America,Brazil,Furniture,Furnishings,3147.22,6,0.2,710.79
ORD-2024-10729,2024-08-23,CUST-1118,Charlotte Thomas 6,Home Office,North America,Canada,Office Supplies,Art,396.23,5,0.15,152.12
ORD-2024-10730,2025-02-18,CUST-1044,James Taylor 32,Consumer,Latin America,Mexico,Furniture,Desks,975.61,2,0.15,185.1
ORD-2024-10731,2024-01-23,CUST-1061,Liam Smith 36,Home Office,Asia Pacific,Japan,Office Supplies,Binders,1277.36,7,0.2,301.93
ORD-2024-10732,2024-07-07,CUST-1019,Emma Watson 65,Corporate,Latin America,Mexico,Technology,Accessories,318.3,1,0.15,49.87
ORD-2024-10733,2024-11-23,CUST-1118,James Taylor 44,Home Office,Latin America,Brazil,Furniture,Chairs,81.27,2,0.3,18.97
ORD-2024-10734,2024-06-16,CUST-1118,Mia Martinez 60,Consumer,North America,United States,Office Supplies,Art,207.38,5,0.05,52.09
ORD-2024-10735,2024-01-10,CUST-1025,Liam Smith 38,Consumer,Latin America,Brazil,Technology,Smartphones,2656.79,3,0.15,636.36
ORD-2024-10736,2024-04-20,CUST-1008,Benjamin Anderson 28,Corporate,North America,United States,Furniture,Bookcases,382.99,1,0.0,78.31
ORD-2024-10737,2025-01-27,CUST-1051,Olivia Brown 48,Consumer,Europe,Germany,Technology,Printers,107.71,1,0.1,38.25
ORD-2024-10738,2024-12-14,CUST-1016,Olivia Brown 13,Home Office,Europe,United Kingdom,Technology,Printers,4361.85,6,0.1,1267.18
ORD-2024-10739,2024-04-07,CUST-1053,Benjamin Anderson 51,Corporate,North America,United States,Technology,Smartphones,1759.02,3,0.0,440.7
ORD-2024-10740,2024-06-10,CUST-1003,James Taylor 28,Corporate,Europe,Germany,Office Supplies,Storage,995.94,6,0.0,219.31
ORD-2024-10741,2024-04-21,CUST-1105,Noah Davis 99,Home Office,Latin America,Brazil,Office Supplies,Appliances,539.73,3,0.1,263.23
ORD-2024-10742,2024-11-03,CUST-1083,James Taylor 87,Home Office,Europe,France,Technology,Accessories,11750.32,8,0.0,2746.95
ORD-2024-10743,2024-11-07,CUST-1149,Mia Martinez 49,Home Office,Europe,Italy,Office Supplies,Paper,118.49,2,0.1,32.1
ORD-2024-10744,2024-08-07,CUST-1062,Charlotte Thomas 11,Consumer,Europe,France,Furniture,Bookcases,1340.04,7,0.05,239.07
ORD-2024-10745,2024-05-01,CUST-1113,Sophia Wilson 18,Corporate,Asia Pacific,Japan,Office Supplies,Art,827.65,5,0.0,222.39
ORD-2024-10746,2025-01-10,CUST-1084,Sophia Wilson 32,Consumer,North America,United States,Office Supplies,Binders,873.26,7,0.2,258.91
ORD-2024-10747,2024-08-14,CUST-1001,Emma Watson 63,Consumer,Europe,Germany,Office Supplies,Binders,705.57,3,0.0,177.88
ORD-2024-10748,2024-10-08,CUST-1052,Olivia Brown 65,Consumer,Latin America,Chile,Furniture,Bookcases,657.86,4,0.05,88.68
ORD-2024-10749,2024-11-06,CUST-1063,Noah Davis 37,Home Office,Latin America,Chile,Technology,Accessories,10437.12,8,0.0,4047.03
ORD-2024-10750,2024-07-03,CUST-1101,James Taylor 22,Corporate,Latin America,Mexico,Office Supplies,Appliances,475.27,3,0.15,97.88
ORD-2024-10751,2024-07-14,CUST-1109,Emma Watson 98,Corporate,Europe,Italy,Office Supplies,Binders,516.6,8,0.1,173.62
ORD-2024-10752,2024-07-11,CUST-1143,Charlotte Thomas 62,Consumer,Asia Pacific,Australia,Office Supplies,Art,227.88,4,0.0,46.45
ORD-2024-10753,2024-09-13,CUST-1095,Mia Martinez 52,Corporate,Latin America,Chile,Furniture,Tables,709.17,2,0.15,160.98
ORD-2024-10754,2025-04-16,CUST-1031,James Taylor 73,Consumer,Europe,Spain,Furniture,Bookcases,2420.38,8,0.3,454.3
ORD-2024-10755,2024-12-22,CUST-1014,James Taylor 55,Home Office,Europe,United Kingdom,Furniture,Chairs,3112.62,6,0.3,595.48
ORD-2024-10756,2024-01-15,CUST-1037,Noah Davis 78,Corporate,Europe,France,Technology,Monitors,2703.75,3,0.0,484.47
ORD-2024-10757,2024-02-17,CUST-1098,James Taylor 91,Home Office,North America,United States,Furniture,Desks,2353.08,5,0.3,259.88
ORD-2024-10758,2025-05-10,CUST-1136,James Taylor 76,Corporate,Latin America,Chile,Technology,Smartphones,5605.27,6,0.05,1217.77
ORD-2024-10759,2024-04-17,CUST-1101,Noah Davis 1,Consumer,Latin America,Brazil,Technology,Smartphones,6600.83,7,0.2,1678.0
ORD-2024-10760,2024-05-27,CUST-1110,Liam Smith 23,Corporate,Europe,United Kingdom,Technology,Printers,575.31,2,0.15,167.86
ORD-2024-10761,2024-04-18,CUST-1047,Olivia Brown 8,Home Office,Europe,United Kingdom,Furniture,Tables,532.77,2,0.3,44.34
ORD-2024-10762,2024-05-30,CUST-1021,James Taylor 16,Corporate,North America,Canada,Technology,Monitors,2314.98,8,0.3,787.4
ORD-2024-10763,2024-01-05,CUST-1015,Noah Davis 97,Consumer,North America,United States,Technology,Monitors,6744.3,7,0.2,1888.53
ORD-2024-10764,2025-05-07,CUST-1068,Mia Martinez 61,Corporate,Latin America,Mexico,Furniture,Bookcases,2878.49,4,0.1,526.81
ORD-2024-10765,2024-07-12,CUST-1014,Sophia Wilson 43,Consumer,North America,Canada,Office Supplies,Art,552.15,3,0.0,210.13
ORD-2024-10766,2025-03-20,CUST-1135,Noah Davis 90,Consumer,Asia Pacific,India,Office Supplies,Art,534.32,4,0.0,264.94
ORD-2024-10767,2025-05-05,CUST-1082,Alex Rivera 82,Corporate,North America,Canada,Office Supplies,Art,449.14,8,0.15,189.43
ORD-2024-10768,2025-02-10,CUST-1020,Sophia Wilson 55,Corporate,North America,Canada,Furniture,Furnishings,471.14,3,0.2,106.12
ORD-2024-10769,2025-02-05,CUST-1129,Alex Rivera 17,Corporate,North America,Canada,Office Supplies,Appliances,1876.67,8,0.05,880.01
ORD-2024-10770,2025-05-03,CUST-1029,Mia Martinez 85,Home Office,Europe,United Kingdom,Technology,Laptops,2299.24,2,0.0,594.87
ORD-2024-10771,2025-01-01,CUST-1007,Liam Smith 42,Corporate,Asia Pacific,Australia,Office Supplies,Storage,237.75,2,0.3,57.23
ORD-2024-10772,2024-09-30,CUST-1125,Emma Watson 89,Corporate,Europe,Italy,Office Supplies,Paper,806.34,7,0.3,340.99
ORD-2024-10773,2025-01-06,CUST-1097,Benjamin Anderson 56,Consumer,Europe,France,Technology,Accessories,368.12,2,0.1,123.37
ORD-2024-10774,2025-04-24,CUST-1048,Emma Watson 74,Corporate,Europe,France,Furniture,Furnishings,3013.45,5,0.0,506.3
ORD-2024-10775,2024-04-07,CUST-1099,James Taylor 41,Corporate,Europe,Italy,Office Supplies,Appliances,258.04,2,0.15,52.32
ORD-2024-10776,2025-03-12,CUST-1117,Sophia Wilson 19,Corporate,Europe,Spain,Office Supplies,Art,147.49,5,0.35,-7.37
ORD-2024-10777,2025-03-10,CUST-1008,Charlotte Thomas 41,Corporate,North America,Canada,Office Supplies,Appliances,424.29,4,0.15,121.96
ORD-2024-10778,2025-05-09,CUST-1096,Alex Rivera 43,Consumer,Europe,United Kingdom,Office Supplies,Paper,590.48,3,0.15,246.95
ORD-2024-10779,2024-06-02,CUST-1040,Alex Rivera 71,Corporate,Asia Pacific,India,Office Supplies,Art,1473.7,7,0.15,326.49
ORD-2024-10780,2025-01-07,CUST-1072,Noah Davis 90,Consumer,Latin America,Brazil,Technology,Accessories,803.75,1,0.3,181.66
ORD-2024-10781,2024-12-01,CUST-1041,Charlotte Thomas 18,Corporate,Latin America,Mexico,Technology,Laptops,1091.3,4,0.3,341.37
ORD-2024-10782,2024-07-04,CUST-1147,Emma Watson 87,Consumer,Latin America,Mexico,Office Supplies,Binders,418.03,2,0.1,205.77
ORD-2024-10783,2024-04-01,CUST-1013,Emma Watson 66,Home Office,Asia Pacific,India,Technology,Printers,813.01,2,0.05,202.57
ORD-2024-10784,2024-06-03,CUST-1044,James Taylor 89,Home Office,North America,Canada,Office Supplies,Art,547.56,8,0.1,111.42
ORD-2024-10785,2024-02-29,CUST-1021,Emma Watson 63,Home Office,Europe,Germany,Office Supplies,Appliances,1778.11,8,0.1,725.68
ORD-2024-10786,2024-02-18,CUST-1046,James Taylor 62,Home Office,Latin America,Mexico,Office Supplies,Binders,47.42,2,0.3,22.41
ORD-2024-10787,2025-02-11,CUST-1137,Liam Smith 52,Home Office,North America,Canada,Office Supplies,Appliances,1584.24,8,0.0,563.47
ORD-2024-10788,2024-10-26,CUST-1137,Emma Watson 97,Consumer,North America,United States,Office Supplies,Binders,81.22,8,0.1,19.24
ORD-2024-10789,2024-03-06,CUST-1147,Olivia Brown 84,Consumer,North America,Canada,Technology,Smartphones,6621.75,5,0.1,2592.87
ORD-2024-10790,2024-03-28,CUST-1108,Alex Rivera 32,Corporate,North America,Canada,Office Supplies,Appliances,653.97,8,0.3,192.19
ORD-2024-10791,2025-04-11,CUST-1090,Charlotte Thomas 69,Home Office,Europe,Germany,Office Supplies,Paper,254.22,4,0.05,73.7
ORD-2024-10792,2025-03-02,CUST-1055,Liam Smith 78,Home Office,Europe,Italy,Furniture,Bookcases,665.98,7,0.35,-33.3
ORD-2024-10793,2024-05-13,CUST-1097,Liam Smith 52,Corporate,North America,Canada,Office Supplies,Art,565.56,3,0.2,147.68
ORD-2024-10794,2024-11-18,CUST-1068,Olivia Brown 92,Corporate,Europe,Spain,Technology,Accessories,8861.22,7,0.15,1386.58
ORD-2024-10795,2024-11-05,CUST-1063,Emma Watson 35,Consumer,North America,Canada,Technology,Accessories,5340.87,6,0.1,1840.02
ORD-2024-10796,2024-03-15,CUST-1057,Noah Davis 2,Consumer,Latin America,Brazil,Furniture,Chairs,1210.39,2,0.05,187.97
ORD-2024-10797,2025-03-24,CUST-1078,Charlotte Thomas 63,Consumer,Asia Pacific,Singapore,Office Supplies,Storage,148.0,1,0.05,43.72
ORD-2024-10798,2025-01-19,CUST-1099,Liam Smith 45,Home Office,Latin America,Mexico,Office Supplies,Binders,151.56,3,0.3,36.06
ORD-2024-10799,2024-07-12,CUST-1145,Noah Davis 7,Home Office,Asia Pacific,Australia,Office Supplies,Appliances,838.89,8,0.05,278.25
ORD-2024-10800,2024-06-30,CUST-1119,Benjamin Anderson 37,Corporate,Latin America,Chile,Office Supplies,Binders,149.83,2,0.1,48.24
ORD-2024-10801,2024-06-09,CUST-1023,Emma Watson 10,Home Office,Europe,Germany,Technology,Monitors,646.08,5,0.2,247.06
ORD-2024-10802,2025-02-17,CUST-1002,James Taylor 87,Home Office,Europe,Spain,Furniture,Furnishings,958.53,2,0.15,50.59
ORD-2024-10803,2024-04-07,CUST-1001,James Taylor 90,Home Office,Asia Pacific,Australia,Office Supplies,Appliances,139.34,1,0.2,46.62
ORD-2024-10804,2024-03-27,CUST-1134,Olivia Brown 23,Consumer,Asia Pacific,Australia,Office Supplies,Storage,1419.67,7,0.15,445.39
ORD-2024-10805,2024-07-10,CUST-1028,Sophia Wilson 87,Consumer,North America,Canada,Furniture,Tables,1080.64,4,0.0,213.54
ORD-2024-10806,2024-10-18,CUST-1100,Olivia Brown 40,Home Office,North America,Canada,Office Supplies,Art,19.04,1,0.2,6.44
ORD-2024-10807,2024-06-01,CUST-1090,Emma Watson 1,Corporate,Europe,Spain,Furniture,Chairs,957.6,8,0.05,64.11
ORD-2024-10808,2024-09-20,CUST-1039,James Taylor 16,Corporate,North America,United States,Office Supplies,Storage,404.84,7,0.1,117.32
ORD-2024-10809,2024-08-07,CUST-1046,Benjamin Anderson 35,Consumer,Latin America,Chile,Furniture,Desks,1084.37,7,0.0,132.13
ORD-2024-10810,2025-03-21,CUST-1050,Emma Watson 25,Corporate,North America,United States,Furniture,Tables,577.54,1,0.05,105.83
ORD-2024-10811,2025-04-30,CUST-1122,Noah Davis 16,Corporate,Latin America,Chile,Furniture,Desks,1644.55,7,0.2,321.01
ORD-2024-10812,2025-01-14,CUST-1099,Liam Smith 15,Consumer,North America,United States,Technology,Accessories,3160.0,4,0.0,1009.87
ORD-2024-10813,2024-06-24,CUST-1109,Charlotte Thomas 95,Consumer,Latin America,Mexico,Furniture,Bookcases,2756.09,7,0.05,478.24
ORD-2024-10814,2025-01-08,CUST-1130,Liam Smith 32,Corporate,North America,Canada,Office Supplies,Binders,1129.97,7,0.05,386.64
ORD-2024-10815,2025-02-04,CUST-1026,Benjamin Anderson 79,Consumer,Europe,Italy,Office Supplies,Binders,165.88,3,0.15,35.09
ORD-2024-10816,2024-04-08,CUST-1037,James Taylor 3,Home Office,Europe,Germany,Technology,Printers,2304.26,5,0.3,710.47
ORD-2024-10817,2024-04-28,CUST-1056,Sophia Wilson 55,Corporate,North America,Canada,Office Supplies,Paper,373.63,5,0.1,106.17
ORD-2024-10818,2024-06-28,CUST-1107,Olivia Brown 41,Consumer,Europe,Germany,Technology,Smartphones,5801.52,6,0.05,1284.05
ORD-2024-10819,2024-05-23,CUST-1025,James Taylor 24,Corporate,Latin America,Mexico,Furniture,Bookcases,93.55,1,0.3,15.0
ORD-2024-10820,2025-03-17,CUST-1033,Sophia Wilson 47,Home Office,Asia Pacific,Singapore,Technology,Accessories,2647.75,7,0.0,984.43
ORD-2024-10821,2024-03-07,CUST-1030,Alex Rivera 76,Home Office,Europe,United Kingdom,Office Supplies,Art,301.76,2,0.35,-15.09
ORD-2024-10822,2024-06-03,CUST-1121,Olivia Brown 69,Home Office,Europe,Germany,Technology,Laptops,2695.44,5,0.2,1061.41
ORD-2024-10823,2025-04-03,CUST-1093,Mia Martinez 81,Home Office,North America,Canada,Technology,Printers,641.24,1,0.05,192.24
ORD-2024-10824,2024-12-22,CUST-1033,Noah Davis 6,Home Office,North America,United States,Office Supplies,Art,244.74,2,0.05,81.09
ORD-2024-10825,2024-09-17,CUST-1098,Benjamin Anderson 50,Corporate,Asia Pacific,Australia,Technology,Smartphones,983.04,4,0.2,318.68
ORD-2024-10826,2025-03-26,CUST-1131,Mia Martinez 65,Home Office,Asia Pacific,Singapore,Technology,Accessories,2062.87,2,0.05,424.91
ORD-2024-10827,2024-09-30,CUST-1060,Noah Davis 6,Home Office,Europe,France,Technology,Accessories,924.14,1,0.3,365.04
ORD-2024-10828,2025-02-25,CUST-1053,Benjamin Anderson 15,Consumer,Asia Pacific,Singapore,Furniture,Chairs,2659.37,5,0.3,204.03
ORD-2024-10829,2025-04-04,CUST-1075,Sophia Wilson 8,Home Office,North America,Canada,Technology,Accessories,264.77,1,0.2,83.22
ORD-2024-10830,2025-03-20,CUST-1149,Emma Watson 93,Home Office,Latin America,Chile,Furniture,Furnishings,3520.02,8,0.05,404.28
ORD-2024-10831,2024-04-14,CUST-1148,James Taylor 20,Corporate,Europe,Spain,Furniture,Desks,1235.27,2,0.15,106.61
ORD-2024-10832,2024-04-04,CUST-1045,Olivia Brown 73,Corporate,Europe,France,Technology,Accessories,793.92,3,0.15,255.52
ORD-2024-10833,2024-04-06,CUST-1017,Liam Smith 10,Corporate,Europe,Spain,Office Supplies,Art,71.53,3,0.3,30.41
ORD-2024-10834,2024-01-07,CUST-1025,James Taylor 50,Consumer,North America,United States,Office Supplies,Paper,75.1,2,0.1,18.23
ORD-2024-10835,2024-11-17,CUST-1003,Alex Rivera 14,Home Office,Asia Pacific,Japan,Technology,Laptops,5792.72,8,0.05,1314.06
ORD-2024-10836,2024-09-02,CUST-1039,Olivia Brown 8,Home Office,Asia Pacific,Japan,Technology,Smartphones,1130.0,5,0.0,314.01
ORD-2024-10837,2025-03-04,CUST-1106,Liam Smith 1,Consumer,North America,United States,Furniture,Tables,762.52,5,0.05,178.69
ORD-2024-10838,2024-12-16,CUST-1098,Emma Watson 63,Consumer,North America,United States,Technology,Accessories,3524.28,6,0.0,846.26
ORD-2024-10839,2025-04-18,CUST-1021,Alex Rivera 78,Consumer,Europe,Spain,Office Supplies,Storage,1023.5,7,0.05,478.93
ORD-2024-10840,2024-12-17,CUST-1077,Charlotte Thomas 37,Corporate,North America,Canada,Furniture,Bookcases,1499.32,2,0.0,333.36
ORD-2024-10841,2025-05-15,CUST-1038,Liam Smith 41,Consumer,Latin America,Mexico,Office Supplies,Art,328.83,2,0.2,107.93
ORD-2024-10842,2025-01-07,CUST-1071,Liam Smith 12,Corporate,Europe,United Kingdom,Furniture,Bookcases,1722.47,7,0.15,325.0
ORD-2024-10843,2024-07-30,CUST-1085,Liam Smith 84,Consumer,Latin America,Mexico,Office Supplies,Art,891.52,8,0.2,321.72
ORD-2024-10844,2024-04-27,CUST-1098,Emma Watson 75,Home Office,Latin America,Chile,Office Supplies,Binders,643.46,4,0.1,129.25
ORD-2024-10845,2025-03-11,CUST-1004,Sophia Wilson 72,Corporate,Europe,Germany,Technology,Accessories,1155.22,3,0.35,-57.76
ORD-2024-10846,2025-03-03,CUST-1141,James Taylor 32,Consumer,Europe,Germany,Office Supplies,Binders,74.37,3,0.35,-3.72
ORD-2024-10847,2024-12-22,CUST-1108,Sophia Wilson 7,Home Office,North America,United States,Furniture,Furnishings,667.72,1,0.05,82.16
ORD-2024-10848,2024-02-10,CUST-1062,Emma Watson 2,Home Office,Latin America,Brazil,Technology,Printers,4827.36,5,0.15,1220.75
ORD-2024-10849,2024-06-21,CUST-1113,Alex Rivera 37,Consumer,Europe,Germany,Office Supplies,Paper,372.0,3,0.2,92.29
ORD-2024-10850,2024-07-21,CUST-1108,Mia Martinez 71,Home Office,Asia Pacific,Singapore,Office Supplies,Binders,301.54,3,0.1,148.34
ORD-2024-10851,2024-09-24,CUST-1096,Liam Smith 96,Consumer,Latin America,Chile,Technology,Laptops,891.87,2,0.3,238.23
ORD-2024-10852,2024-06-09,CUST-1103,James Taylor 22,Consumer,Asia Pacific,India,Technology,Accessories,421.07,2,0.1,126.66
ORD-2024-10853,2025-03-09,CUST-1085,Alex Rivera 31,Corporate,Europe,Italy,Technology,Smartphones,247.59,1,0.35,-12.38
ORD-2024-10854,2024-04-13,CUST-1008,Olivia Brown 35,Consumer,North America,Canada,Technology,Smartphones,2633.5,5,0.0,1040.59
ORD-2024-10855,2025-01-19,CUST-1072,James Taylor 65,Consumer,Asia Pacific,India,Office Supplies,Storage,438.7,2,0.1,141.34
ORD-2024-10856,2025-01-14,CUST-1128,Emma Watson 65,Consumer,North America,Canada,Furniture,Furnishings,631.45,1,0.1,51.93
ORD-2024-10857,2024-12-15,CUST-1118,Emma Watson 81,Consumer,Europe,United Kingdom,Office Supplies,Binders,466.85,3,0.2,165.68
ORD-2024-10858,2025-01-08,CUST-1133,Sophia Wilson 58,Consumer,Asia Pacific,Singapore,Furniture,Furnishings,4843.72,7,0.0,1105.03
ORD-2024-10859,2025-01-31,CUST-1099,Olivia Brown 27,Home Office,North America,United States,Office Supplies,Art,31.71,1,0.05,13.63
ORD-2024-10860,2024-06-07,CUST-1140,Emma Watson 64,Consumer,Latin America,Mexico,Technology,Accessories,1237.16,5,0.2,297.95
ORD-2024-10861,2024-02-15,CUST-1018,Liam Smith 91,Corporate,Asia Pacific,India,Furniture,Tables,1613.16,3,0.0,394.15
ORD-2024-10862,2024-09-06,CUST-1010,Sophia Wilson 37,Corporate,Latin America,Chile,Office Supplies,Binders,625.32,6,0.1,140.73
ORD-2024-10863,2024-07-30,CUST-1129,Mia Martinez 34,Home Office,North America,United States,Office Supplies,Binders,169.04,1,0.05,77.07
ORD-2024-10864,2024-05-28,CUST-1096,Liam Smith 73,Corporate,North America,United States,Furniture,Tables,2814.49,6,0.15,404.44
ORD-2024-10865,2024-09-30,CUST-1119,Emma Watson 11,Consumer,North America,Canada,Furniture,Desks,632.05,2,0.1,74.89
ORD-2024-10866,2024-11-05,CUST-1124,Olivia Brown 90,Home Office,Latin America,Brazil,Furniture,Tables,200.71,3,0.15,15.88
ORD-2024-10867,2024-04-19,CUST-1081,Charlotte Thomas 5,Home Office,Latin America,Brazil,Furniture,Tables,3135.68,4,0.0,289.42
ORD-2024-10868,2024-01-12,CUST-1108,Noah Davis 33,Home Office,Europe,Germany,Technology,Smartphones,844.11,2,0.1,311.01
ORD-2024-10869,2024-08-19,CUST-1107,Benjamin Anderson 28,Home Office,Asia Pacific,Australia,Technology,Smartphones,8510.29,7,0.1,3326.17
ORD-2024-10870,2024-06-01,CUST-1042,Olivia Brown 45,Corporate,Latin America,Mexico,Office Supplies,Binders,1522.96,7,0.1,721.55
ORD-2024-10871,2024-10-19,CUST-1099,Alex Rivera 72,Home Office,Europe,Germany,Office Supplies,Appliances,663.43,6,0.3,329.0
ORD-2024-10872,2025-04-25,CUST-1081,Alex Rivera 20,Corporate,Europe,Spain,Furniture,Chairs,4057.26,7,0.1,625.38
ORD-2024-10873,2024-01-02,CUST-1115,Liam Smith 82,Corporate,North America,United States,Technology,Laptops,1623.96,3,0.2,396.88
ORD-2024-10874,2024-06-27,CUST-1053,Olivia Brown 87,Home Office,North America,Canada,Furniture,Chairs,1105.84,5,0.2,236.44
ORD-2024-10875,2024-03-04,CUST-1127,Mia Martinez 53,Corporate,Asia Pacific,Singapore,Office Supplies,Art,813.36,6,0.0,388.71
ORD-2024-10876,2024-08-22,CUST-1109,Sophia Wilson 23,Home Office,Europe,Italy,Furniture,Tables,1292.47,7,0.3,137.84
ORD-2024-10877,2024-11-13,CUST-1025,Emma Watson 14,Consumer,North America,Canada,Technology,Printers,1602.89,2,0.3,418.4
ORD-2024-10878,2024-10-24,CUST-1008,Noah Davis 54,Consumer,Europe,Spain,Office Supplies,Art,299.84,8,0.0,91.51
ORD-2024-10879,2025-02-10,CUST-1118,James Taylor 83,Home Office,Latin America,Brazil,Furniture,Desks,1507.34,5,0.3,155.11
ORD-2024-10880,2025-03-05,CUST-1106,Olivia Brown 1,Corporate,North America,United States,Technology,Laptops,6493.61,6,0.1,1250.69
ORD-2024-10881,2024-10-19,CUST-1110,Olivia Brown 72,Corporate,Europe,Italy,Office Supplies,Art,1388.85,7,0.05,669.17
ORD-2024-10882,2024-07-18,CUST-1044,James Taylor 41,Home Office,Europe,Spain,Technology,Smartphones,2611.78,3,0.2,469.06
ORD-2024-10883,2024-10-22,CUST-1100,Noah Davis 71,Consumer,Asia Pacific,Australia,Technology,Smartphones,81.49,1,0.3,27.91
ORD-2024-10884,2024-03-19,CUST-1007,Charlotte Thomas 91,Home Office,North America,Canada,Technology,Laptops,8415.76,6,0.05,1766.72
ORD-2024-10885,2025-04-04,CUST-1056,Noah Davis 25,Home Office,Europe,Spain,Furniture,Chairs,538.06,3,0.3,29.39
ORD-2024-10886,2024-10-23,CUST-1026,Emma Watson 59,Home Office,North America,United States,Technology,Accessories,1356.09,3,0.0,229.65
ORD-2024-10887,2025-03-08,CUST-1092,Olivia Brown 51,Consumer,Latin America,Brazil,Furniture,Chairs,788.29,2,0.05,147.78
ORD-2024-10888,2024-07-11,CUST-1080,Mia Martinez 21,Consumer,Asia Pacific,Japan,Technology,Monitors,976.32,1,0.0,384.65
ORD-2024-10889,2024-06-26,CUST-1123,Charlotte Thomas 77,Home Office,North America,United States,Office Supplies,Storage,743.62,4,0.2,155.32
ORD-2024-10890,2024-01-12,CUST-1132,Benjamin Anderson 98,Consumer,Europe,France,Technology,Laptops,347.39,3,0.05,59.36
ORD-2024-10891,2024-12-20,CUST-1032,Noah Davis 36,Corporate,Europe,Germany,Furniture,Furnishings,3018.06,8,0.3,639.23
ORD-2024-10892,2024-08-11,CUST-1131,James Taylor 25,Corporate,Europe,United Kingdom,Office Supplies,Storage,385.36,2,0.2,168.77
